candidate_id,first_name,last_name,date_of_birth,gender,country_of_origin,education_level,english_proficiency,japanese_proficiency,current_prefecture,current_city
CAND000783,Mia,Walker,1999-08-11,Male,Australia,Master's Degree,5,1,Chiba,Chiba
CAND000784,Emma,Thompson,1991-01-06,Male,Canada,Master's Degree,5,3,Tokyo,Itabashi
CAND000785,Joon-ho,Choi,1989-10-21,Male,South Korea,Bachelor's Degree,4,2,Tokyo,Shinjuku
CAND000786,Thabo,Mokoena,2002-10-24,Female,South Africa,Bachelor's Degree,5,1,Tokyo,Tachikawa
CAND000787,Jessica,Davis,2002-03-19,Female,USA,Master's Degree,5,2,Tokyo,Koto
CAND000788,James,Anderson,1982-04-12,Male,USA,Bachelor's Degree,5,3,Kanagawa,Fujisawa
CAND000789,Amelia,Taylor,1989-02-19,Female,UK,Bachelor's Degree,5,1,Tokyo,Edogawa
CAND000790,Min-jun,Kim,1980-03-31,Male,South Korea,Master's Degree,5,2,Saitama,Tokorozawa
CAND000791,Oliver,Wilson,1992-11-06,Male,UK,Bachelor's Degree,5,1,Tokyo,Hachioji
CAND000792,Sarah,Miller,1979-06-03,Female,USA,Bachelor's Degree,5,4,Tokyo,Edogawa
CAND000793,Chloe,Mitchell,2001-02-25,Male,Australia,Master's Degree,5,4,Chiba,Matsudo
CAND000794,Charlotte,Brown,1992-11-19,Female,UK,Associate Degree,5,2,Saitama,Kawaguchi
CAND000795,Liam,Anderson,1997-12-07,Female,Australia,Bachelor's Degree,5,3,Tokyo,Itabashi
CAND000796,Olivia,Campbell,1986-07-25,Female,Australia,Bachelor's Degree,5,2,Tokyo,Itabashi
CAND000797,James,Anderson,1996-10-11,Female,USA,Bachelor's Degree,5,2,Chiba,Urayasu
CAND000798,Charlotte,Brown,1986-01-19,Male,UK,Master's Degree,5,1,Tokyo,Edogawa
CAND000799,Naledi,Khumalo,1980-08-08,Female,South Africa,Bachelor's Degree,4,3,Saitama,Wako
CAND000800,Sarah,Miller,1976-11-08,Female,USA,Bachelor's Degree,5,2,Chiba,Kashiwa
CAND000801,Thomas,Reid,1990-04-14,Male,New Zealand,Master's Degree,5,1,Tokyo,Tachikawa
CAND000802,George,Davies,1976-08-27,Male,UK,Master's Degree,5,1,Tokyo,Koto
CAND000803,Charlotte,Brown,1977-08-22,Male,UK,Bachelor's Degree,5,2,Saitama,Kawagoe
CAND000804,Emma,Thompson,1978-01-27,Female,Canada,Bachelor's Degree,5,1,Tokyo,Ota
CAND000805,Daniel,Williams,1991-03-24,Female,USA,Bachelor's Degree,5,1,Chiba,Kashiwa
CAND000806,Michael,Johnson,1993-04-12,Male,USA,Bachelor's Degree,5,2,Tokyo,Setagaya
CAND000807,Neha,Kapoor,1990-12-04,Female,India,Master's Degree,5,1,Tokyo,Koto
CAND000808,Patricia,Mendoza,1999-07-22,Female,Philippines,Bachelor's Degree,5,2,Chiba,Funabashi
CAND000809,Charlotte,Brown,1975-01-02,Female,UK,Master's Degree,5,1,Kanagawa,Kawasaki
CAND000810,Michael,Johnson,1975-08-05,Female,USA,Bachelor's Degree,5,3,Chiba,Urayasu
CAND000811,Patricia,Mendoza,1975-08-16,Female,Philippines,Master's Degree,4,1,Saitama,Kawaguchi
CAND000812,Sarah,Miller,1984-01-01,Male,USA,Bachelor's Degree,5,1,Kanagawa,Atsugi
CAND000813,Joshua,Aquino,1996-09-08,Female,Philippines,Bachelor's Degree,4,2,Saitama,Kawagoe
CAND000814,Liam,Anderson,1972-03-11,Female,Australia,Bachelor's Degree,5,2,Tokyo,Ota
CAND000815,Michael,Johnson,1992-03-24,Male,USA,Bachelor's Degree,5,2,Tokyo,Nerima
CAND000816,Ananya,Singh,1992-07-09,Female,India,Master's Degree,5,3,Tokyo,Tachikawa
CAND000817,James,Thompson,1991-09-19,Male,UK,Master's Degree,5,2,Tokyo,Nerima
CAND000818,Daniel,Williams,1986-06-30,Female,USA,Master's Degree,5,5,Saitama,Saitama
CAND000819,Maria,Cruz,2000-12-24,Male,Philippines,Bachelor's Degree,4,1,Tokyo,Edogawa
CAND000820,Rohan,Gupta,1987-05-22,Male,India,Bachelor's Degree,5,2,Tokyo,Ota
CAND000821,Aoife,Kelly,1981-07-10,Male,Ireland,Bachelor's Degree,5,3,Saitama,Kawaguchi
CAND000822,Liam,Anderson,1975-10-25,Female,Australia,Associate Degree,5,2,Tokyo,Setagaya
CAND000823,Oliver,Wilson,1994-02-11,Female,UK,Bachelor's Degree,5,1,Tokyo,Ota
CAND000824,Oliver,Wilson,1999-06-12,Female,UK,Doctorate,5,1,Tokyo,Ota
CAND000825,Mariana,Rodríguez,1998-07-06,Male,Mexico,Bachelor's Degree,5,2,Saitama,Saitama
CAND000826,Carlos,Hernández,1982-05-02,Male,Mexico,Bachelor's Degree,5,1,Kanagawa,Kawasaki
CAND000827,Chloe,Mitchell,1987-12-26,Female,Australia,Bachelor's Degree,5,2,Tokyo,Setagaya
CAND000828,John,Santos,1982-03-11,Female,Philippines,Bachelor's Degree,4,1,Chiba,Urayasu
CAND000829,Ananya,Singh,1998-04-30,Female,India,Master's Degree,5,3,Tokyo,Ota
CAND000830,Sarah,Miller,1987-06-21,Female,USA,Bachelor's Degree,5,1,Saitama,Asaka
CAND000831,James,Thompson,1993-03-22,Male,UK,Associate Degree,5,2,Chiba,Kashiwa
CAND000832,Joshua,Aquino,1994-10-02,Male,Philippines,Master's Degree,5,1,Chiba,Chiba
CAND000833,Liam,Anderson,1988-05-15,Female,Australia,Bachelor's Degree,5,1,Chiba,Ichikawa
CAND000834,Emily,Carter,1999-01-12,Female,USA,Bachelor's Degree,5,1,Tokyo,Ota
CAND000835,Sarah,Miller,1976-10-04,Male,USA,Bachelor's Degree,5,1,Tokyo,Hachioji
CAND000836,James,Thompson,1997-10-15,Female,UK,Bachelor's Degree,5,2,Kanagawa,Yamato
CAND000837,James,Thompson,1978-12-15,Male,UK,Bachelor's Degree,5,1,Kanagawa,Kawasaki
CAND000838,James,Thompson,1998-02-19,Male,UK,Associate Degree,5,2,Tokyo,Hachioji
CAND000839,Maria,Cruz,1981-07-13,Male,Philippines,Associate Degree,5,2,Chiba,Funabashi
CAND000840,Ethan,Martin,1975-05-27,Female,Canada,Bachelor's Degree,5,1,Tokyo,Shinjuku
CAND000841,Diego,López,1989-03-11,Female,Mexico,Bachelor's Degree,5,4,Kanagawa,Fujisawa
CAND000842,Jessica,Davis,1986-04-22,Male,USA,Master's Degree,5,1,Chiba,Kashiwa
CAND000843,Sophie,Evans,1974-01-24,Female,UK,Bachelor's Degree,5,2,Tokyo,Nerima
CAND000844,Daniel,Williams,1972-11-09,Female,USA,Associate Degree,5,3,Kanagawa,Yokohama
CAND000845,Mia,Walker,1999-11-15,Female,Australia,Bachelor's Degree,5,4,Kanagawa,Yokohama
CAND000846,Neha,Kapoor,1973-03-09,Male,India,Bachelor's Degree,4,3,Saitama,Kawaguchi
CAND000847,Daniel,Williams,1971-03-11,Male,USA,Master's Degree,5,3,Kanagawa,Fujisawa
CAND000848,Thomas,Reid,1970-03-09,Male,New Zealand,Bachelor's Degree,5,1,Tokyo,Nerima
CAND000849,Amelia,Taylor,1971-05-19,Male,UK,Bachelor's Degree,5,1,Tokyo,Nerima
CAND000850,Priya,Patel,1992-01-15,Female,India,Doctorate,5,2,Tokyo,Itabashi
CAND000851,George,Davies,1990-05-15,Male,UK,Bachelor's Degree,5,2,Tokyo,Nerima
CAND000852,Ruby,Taylor,1980-08-27,Female,New Zealand,Bachelor's Degree,5,4,Tokyo,Nerima
CAND000853,George,Davies,1977-03-25,Male,UK,Bachelor's Degree,5,1,Tokyo,Koto
CAND000854,James,Anderson,1999-09-30,Male,USA,Doctorate,5,2,Tokyo,Koto
CAND000855,Liam,Anderson,1971-04-28,Female,Australia,Bachelor's Degree,5,1,Tokyo,Shinjuku
CAND000856,Luis,González,1994-08-09,Female,Mexico,Bachelor's Degree,4,3,Tokyo,Hachioji
CAND000857,Angela,Reyes,1982-12-15,Male,Philippines,Bachelor's Degree,5,2,Tokyo,Itabashi
CAND000858,Maya,Brown,1986-09-26,Female,Canada,Doctorate,5,2,Kanagawa,Yamato
CAND000859,Noah,Collins,2000-08-30,Female,Australia,Bachelor's Degree,5,1,Tokyo,Nerima
CAND000860,George,Davies,1981-06-10,Female,UK,Bachelor's Degree,5,2,Tokyo,Edogawa
CAND000861,Noah,Collins,1991-10-31,Female,Australia,Bachelor's Degree,5,2,Chiba,Chiba
CAND000862,Noah,Collins,1991-08-13,Female,Australia,Associate Degree,5,4,Saitama,Tokorozawa
CAND000863,Jessica,Davis,1973-01-03,Female,USA,Doctorate,5,3,Chiba,Matsudo
CAND000864,Oliver,Wilson,1972-04-16,Male,UK,Other,5,2,Saitama,Saitama
CAND000865,Jessica,Davis,1997-12-03,Female,USA,Bachelor's Degree,5,1,Saitama,Asaka
CAND000866,Jessica,Davis,1987-08-19,Female,USA,Bachelor's Degree,5,4,Saitama,Tokorozawa
CAND000867,Jack,Taylor,1993-12-16,Female,Australia,Bachelor's Degree,5,2,Tokyo,Edogawa
CAND000868,Daniel,Williams,1988-09-17,Male,USA,Master's Degree,5,1,Tokyo,Itabashi
CAND000869,Emily,Carter,1982-02-10,Male,USA,Bachelor's Degree,5,1,Kanagawa,Sagamihara
CAND000870,Daniel,Williams,1981-09-20,Female,USA,Other,5,2,Tokyo,Shinjuku
CAND000871,Charlotte,Brown,1985-09-16,Male,UK,Bachelor's Degree,5,1,Tokyo,Ota
CAND000872,Maya,Brown,1980-09-10,Male,Canada,Bachelor's Degree,5,1,Tokyo,Ota
CAND000873,James,Thompson,1999-04-23,Male,UK,Master's Degree,5,1,Chiba,Ichikawa
CAND000874,Rohan,Gupta,1971-08-11,Female,India,Bachelor's Degree,5,2,Kanagawa,Kawasaki
CAND000875,Jessica,Davis,1978-10-16,Male,USA,Bachelor's Degree,5,1,Saitama,Tokorozawa
CAND000876,Daniel,Williams,1973-07-19,Female,USA,Master's Degree,5,4,Saitama,Saitama
CAND000877,Emma,Thompson,1975-09-12,Male,Canada,Bachelor's Degree,5,2,Kanagawa,Kawasaki
CAND000878,Noah,Collins,1992-05-25,Female,Australia,Doctorate,5,1,Kanagawa,Yamato
CAND000879,Emma,Thompson,1972-02-27,Male,Canada,Doctorate,5,1,Tokyo,Itabashi
CAND000880,Mark,Garcia,1975-05-10,Female,Philippines,Master's Degree,3,1,Saitama,Kawaguchi
CAND000881,George,Davies,1999-12-09,Female,UK,Bachelor's Degree,5,1,Tokyo,Koto
CAND000882,Daniel,Williams,2000-05-29,Female,USA,Bachelor's Degree,5,2,Saitama,Saitama
CAND000883,Carlos,Hernández,1972-12-01,Male,Mexico,Bachelor's Degree,5,2,Chiba,Urayasu
CAND000884,George,Davies,2000-12-22,Female,UK,Bachelor's Degree,5,3,Tokyo,Itabashi
CAND000885,Noah,Collins,1971-04-22,Male,Australia,Bachelor's Degree,5,1,Tokyo,Nerima
CAND000886,Rahul,Mehta,1997-10-02,Male,India,Bachelor's Degree,4,2,Chiba,Matsudo
CAND000887,Jessica,Davis,1970-11-24,Male,USA,Bachelor's Degree,5,2,Tokyo,Koto
CAND000888,Jessica,Davis,1991-11-07,Female,USA,Master's Degree,5,1,Chiba,Kashiwa
CAND000889,Oliver,Wilson,1991-07-15,Female,UK,Master's Degree,5,1,Chiba,Chiba
CAND000890,Joshua,Aquino,1976-07-23,Male,Philippines,Associate Degree,5,1,Tokyo,Tachikawa
CAND000891,Mariana,Rodríguez,1991-04-17,Female,Mexico,Bachelor's Degree,5,1,Chiba,Matsudo
CAND000892,Michael,Johnson,1979-11-24,Male,USA,Bachelor's Degree,5,1,Kanagawa,Kawasaki
CAND000893,Ethan,Martin,1976-02-08,Male,Canada,Bachelor's Degree,5,2,Saitama,Soka
CAND000894,Maria,Cruz,1992-09-11,Female,Philippines,Bachelor's Degree,5,2,Tokyo,Itabashi
CAND000895,Emily,Carter,1991-03-18,Male,USA,Bachelor's Degree,5,1,Tokyo,Koto
CAND000896,Arjun,Sharma,1992-12-09,Female,India,Bachelor's Degree,5,1,Tokyo,Ota
CAND000897,Diego,López,1995-02-19,Male,Mexico,Bachelor's Degree,4,1,Saitama,Asaka
CAND000898,Maria,Cruz,1981-09-07,Male,Philippines,Bachelor's Degree,5,1,Tokyo,Koto
CAND000899,Maya,Brown,1983-05-13,Male,Canada,Bachelor's Degree,5,1,Chiba,Matsudo
CAND000900,Daniel,Williams,1986-08-26,Female,USA,Doctorate,5,1,Tokyo,Itabashi
CAND000901,Ava,Wilson,1989-07-06,Female,Canada,Bachelor's Degree,5,3,Tokyo,Itabashi
CAND000902,Chloe,Mitchell,1976-01-18,Male,Australia,Bachelor's Degree,5,1,Kanagawa,Kawasaki
CAND000903,Neha,Kapoor,1987-02-15,Female,India,Doctorate,4,4,Chiba,Kashiwa
CAND000904,Ava,Wilson,1978-11-04,Female,Canada,Bachelor's Degree,5,1,Tokyo,Tachikawa
CAND000905,Carlos,Hernández,1982-04-20,Male,Mexico,Bachelor's Degree,5,3,Tokyo,Tachikawa
CAND000906,Aisha,Botha,1991-11-14,Female,South Africa,Bachelor's Degree,5,1,Tokyo,Hachioji
CAND000907,Liam,Anderson,1974-05-21,Female,Australia,Master's Degree,5,2,Saitama,Soka
CAND000908,Sarah,Miller,1975-09-19,Male,USA,Bachelor's Degree,5,1,Kanagawa,Yamato
CAND000909,Alejandro,García,2000-07-31,Female,Mexico,Master's Degree,4,3,Tokyo,Nerima
CAND000910,Sophie,Evans,1974-11-28,Male,UK,Master's Degree,5,2,Saitama,Kawagoe
CAND000911,Ciara,Walsh,1983-02-11,Female,Ireland,Bachelor's Degree,5,1,Tokyo,Edogawa
CAND000912,Jessica,Davis,1975-01-03,Female,USA,Associate Degree,5,3,Chiba,Chiba
CAND000913,Sarah,Miller,1998-12-07,Female,USA,Associate Degree,5,5,Tokyo,Tachikawa
CAND000914,Sarah,Miller,1979-09-28,Male,USA,Doctorate,5,1,Kanagawa,Yamato
CAND000915,Carlos,Hernández,1979-01-13,Male,Mexico,Master's Degree,4,1,Kanagawa,Atsugi
CAND000916,James,Thompson,1994-02-07,Female,UK,Bachelor's Degree,5,2,Tokyo,Hachioji
CAND000917,Jessica,Davis,1987-10-27,Male,USA,Bachelor's Degree,5,2,Kanagawa,Atsugi
CAND000918,James,Anderson,1978-07-28,Male,USA,Bachelor's Degree,5,2,Chiba,Urayasu
CAND000919,Priya,Patel,1981-08-18,Male,India,Bachelor's Degree,5,1,Tokyo,Ota
CAND000920,Michael,Johnson,1984-11-14,Male,USA,Bachelor's Degree,5,3,Saitama,Kawaguchi
CAND000921,Alejandro,García,1987-05-21,Male,Mexico,Doctorate,4,3,Tokyo,Setagaya
CAND000922,Daniel,Williams,1986-02-08,Male,USA,Doctorate,5,1,Tokyo,Hachioji
CAND000923,Seo-yeon,Lee,1995-09-05,Male,South Korea,Doctorate,5,1,Chiba,Urayasu
CAND000924,Chloe,Mitchell,1988-06-24,Female,Australia,Bachelor's Degree,5,1,Kanagawa,Yokohama
CAND000925,Sarah,Miller,1994-02-25,Male,USA,Master's Degree,5,2,Chiba,Matsudo
CAND000926,James,Thompson,1994-09-22,Male,UK,Bachelor's Degree,5,1,Tokyo,Ota
CAND000927,Charlotte,Brown,1982-08-21,Female,UK,Bachelor's Degree,5,1,Tokyo,Tachikawa
CAND000928,Emily,Carter,1988-07-20,Male,USA,Bachelor's Degree,5,1,Tokyo,Ota
CAND000929,Lerato,Dlamini,1987-05-22,Female,South Africa,Associate Degree,5,2,Tokyo,Koto
CAND000930,Min-jun,Kim,1971-11-10,Female,South Korea,Bachelor's Degree,5,1,Kanagawa,Fujisawa
CAND000931,Maria,Cruz,1978-04-15,Male,Philippines,Bachelor's Degree,4,3,Tokyo,Nerima
CAND000932,Emily,Carter,1990-01-06,Female,USA,Bachelor's Degree,5,3,Tokyo,Shinjuku
CAND000933,Joshua,Aquino,1985-07-22,Male,Philippines,Master's Degree,4,2,Kanagawa,Yokohama
CAND000934,Joshua,Aquino,2001-02-24,Female,Philippines,Master's Degree,4,4,Kanagawa,Yokohama
CAND000935,Diego,López,1998-02-01,Male,Mexico,Associate Degree,5,1,Saitama,Tokorozawa
CAND000936,Diego,López,1987-05-18,Female,Mexico,Bachelor's Degree,3,1,Saitama,Kawaguchi
CAND000937,Aoife,Kelly,1977-10-07,Female,Ireland,Master's Degree,5,1,Kanagawa,Kawasaki
CAND000938,Jessica,Davis,1978-07-23,Female,USA,Bachelor's Degree,5,3,Tokyo,Hachioji
CAND000939,Sarah,Miller,1972-04-18,Male,USA,Bachelor's Degree,5,1,Tokyo,Nerima
CAND000940,Min-jun,Kim,1970-09-19,Female,South Korea,Bachelor's Degree,5,3,Tokyo,Edogawa
CAND000941,Maria,Cruz,1981-04-18,Female,Philippines,Associate Degree,5,4,Tokyo,Koto
CAND000942,Oliver,Wilson,1996-07-05,Male,UK,Bachelor's Degree,5,2,Saitama,Wako
CAND000943,Jason,Naidoo,2001-11-05,Male,South Africa,Master's Degree,5,1,Tokyo,Nerima
CAND000944,Oliver,Wilson,1983-07-27,Female,UK,Bachelor's Degree,5,2,Tokyo,Shinjuku
CAND000945,Diego,López,1986-07-15,Female,Mexico,Bachelor's Degree,3,2,Chiba,Urayasu
CAND000946,Min-jun,Kim,1994-08-13,Male,South Korea,Associate Degree,4,2,Tokyo,Setagaya
CAND000947,Emily,Carter,1982-01-18,Female,USA,Bachelor's Degree,5,1,Saitama,Saitama
CAND000948,Emma,Thompson,1975-04-02,Female,Canada,Master's Degree,5,1,Saitama,Koshigaya
CAND000949,Liam,Anderson,1987-09-29,Male,Australia,Bachelor's Degree,5,1,Saitama,Asaka
CAND000950,Rahul,Mehta,1988-12-14,Male,India,Bachelor's Degree,4,1,Tokyo,Edogawa
CAND000951,George,Davies,1980-04-16,Male,UK,Doctorate,5,2,Tokyo,Shinjuku
CAND000952,Neha,Kapoor,1975-11-16,Male,India,Bachelor's Degree,4,1,Chiba,Kashiwa
CAND000953,Emily,Carter,2002-09-11,Male,USA,Bachelor's Degree,5,2,Kanagawa,Sagamihara
CAND000954,Sophie,Evans,1984-08-15,Male,UK,Bachelor's Degree,5,2,Tokyo,Shinjuku
CAND000955,Carlos,Hernández,1986-03-26,Female,Mexico,Bachelor's Degree,4,1,Tokyo,Itabashi
CAND000956,Sean,Murphy,1988-07-22,Male,Ireland,Bachelor's Degree,5,1,Kanagawa,Atsugi
CAND000957,Alejandro,García,1986-12-16,Female,Mexico,Bachelor's Degree,4,3,Saitama,Wako
CAND000958,Mia,Walker,1970-01-22,Female,Australia,Master's Degree,5,2,Kanagawa,Atsugi
CAND000959,Ryan,Campbell,1990-04-17,Male,Canada,Bachelor's Degree,5,1,Tokyo,Shinjuku
CAND000960,Daniel,Williams,1972-06-14,Male,USA,Master's Degree,5,1,Chiba,Kashiwa
CAND000961,Aoife,Kelly,1981-03-03,Female,Ireland,Associate Degree,5,1,Saitama,Koshigaya
CAND000962,Sophie,Evans,1997-05-28,Female,UK,Bachelor's Degree,5,2,Kanagawa,Sagamihara
CAND000963,Emily,Carter,1978-03-03,Female,USA,Bachelor's Degree,5,2,Tokyo,Ota
CAND000964,Mia,Walker,1974-05-18,Female,Australia,Bachelor's Degree,5,2,Chiba,Funabashi
CAND000965,Maria,Cruz,1990-07-13,Male,Philippines,Bachelor's Degree,4,1,Tokyo,Ota
CAND000966,Sophie,Evans,1998-10-17,Female,UK,Bachelor's Degree,5,2,Tokyo,Tachikawa
CAND000967,Sipho,Ndlovu,1972-03-10,Female,South Africa,Bachelor's Degree,5,1,Tokyo,Edogawa
CAND000968,Daniel,Williams,1973-11-07,Female,USA,Master's Degree,5,4,Saitama,Tokorozawa
CAND000969,Lucas,Anderson,1989-06-21,Male,Canada,Bachelor's Degree,5,2,Tokyo,Shinjuku
CAND000970,Oliver,Wilson,2002-01-03,Male,UK,Bachelor's Degree,5,1,Tokyo,Ota
CAND000971,Emily,Carter,1997-10-12,Female,USA,Bachelor's Degree,5,3,Chiba,Ichikawa
CAND000972,Min-jun,Kim,1982-02-25,Male,South Korea,Bachelor's Degree,4,2,Chiba,Kashiwa
CAND000973,Angela,Reyes,1986-05-12,Male,Philippines,Bachelor's Degree,4,1,Kanagawa,Atsugi
CAND000974,Daniel,Williams,1986-08-25,Male,USA,Bachelor's Degree,5,1,Tokyo,Koto
CAND000975,Michael,Johnson,1980-02-23,Male,USA,Bachelor's Degree,5,1,Tokyo,Hachioji
CAND000976,Charlotte,Brown,1980-11-12,Female,UK,Bachelor's Degree,5,2,Tokyo,Nerima
CAND000977,Priya,Patel,1983-03-01,Male,India,Doctorate,4,2,Tokyo,Ota
CAND000978,Ji-woo,Park,2000-07-12,Male,South Korea,Bachelor's Degree,5,4,Saitama,Kawagoe
CAND000979,James,Thompson,1970-10-16,Male,UK,Doctorate,5,1,Kanagawa,Fujisawa
CAND000980,Aisha,Botha,1990-01-11,Female,South Africa,Master's Degree,4,2,Saitama,Kawaguchi
CAND000981,Joshua,Aquino,1976-10-31,Female,Philippines,Bachelor's Degree,4,1,Chiba,Matsudo
CAND000982,Isla,Scott,1989-06-12,Female,New Zealand,Master's Degree,5,2,Kanagawa,Atsugi
CAND000983,Michael,Johnson,1981-09-23,Male,USA,Bachelor's Degree,5,4,Kanagawa,Sagamihara
CAND000984,Conor,Byrne,1977-11-24,Male,Ireland,Bachelor's Degree,5,2,Kanagawa,Atsugi
CAND000985,Ha-eun,Jung,1985-04-08,Male,South Korea,Bachelor's Degree,5,1,Tokyo,Koto
CAND000986,James,Anderson,1985-02-16,Female,USA,Bachelor's Degree,5,1,Tokyo,Hachioji
CAND000987,Angela,Reyes,1995-10-09,Male,Philippines,Bachelor's Degree,5,1,Kanagawa,Yamato
CAND000988,Luis,González,1984-02-18,Male,Mexico,Bachelor's Degree,5,1,Tokyo,Itabashi
CAND000989,Ji-woo,Park,1985-12-29,Female,South Korea,Master's Degree,4,1,Chiba,Kashiwa
CAND000990,Liam,Anderson,1985-04-28,Male,Australia,Other,5,3,Chiba,Chiba
CAND000991,Luis,González,1998-08-01,Male,Mexico,Bachelor's Degree,4,2,Tokyo,Shinjuku
CAND000992,Chloe,Mitchell,1997-07-27,Female,Australia,Bachelor's Degree,5,4,Tokyo,Koto
CAND000993,Rahul,Mehta,1987-09-04,Male,India,Bachelor's Degree,4,1,Tokyo,Tachikawa
CAND000994,Lucas,Anderson,2001-11-26,Female,Canada,Bachelor's Degree,5,2,Kanagawa,Kawasaki
CAND000995,Sarah,Miller,1975-03-09,Female,USA,Doctorate,5,2,Tokyo,Tachikawa
CAND000996,James,Thompson,1982-11-11,Male,UK,Other,5,3,Tokyo,Edogawa
CAND000997,Angela,Reyes,2000-08-20,Male,Philippines,Bachelor's Degree,5,2,Saitama,Asaka
CAND000998,Noah,Collins,1975-03-06,Male,Australia,Associate Degree,5,2,Tokyo,Ota
CAND000999,Ciara,Walsh,1971-04-27,Male,Ireland,Bachelor's Degree,5,2,Tokyo,Itabashi
CAND001000,Michael,Johnson,1971-01-19,Male,USA,Bachelor's Degree,5,4,Kanagawa,Atsugi
CAND001001,George,Davies,1973-08-31,Female,UK,Bachelor's Degree,5,3,Tokyo,Setagaya
CAND001002,Liam,Anderson,1993-08-06,Male,Australia,Bachelor's Degree,5,1,Saitama,Kawagoe
CAND001003,Carlos,Hernández,2001-02-15,Male,Mexico,Bachelor's Degree,3,3,Tokyo,Edogawa
CAND001004,Thomas,Reid,1991-07-18,Female,New Zealand,Bachelor's Degree,5,1,Tokyo,Setagaya
CAND001005,Patricia,Mendoza,1992-09-14,Female,Philippines,Bachelor's Degree,4,1,Saitama,Kawaguchi
CAND001006,Emily,Carter,1992-06-21,Female,USA,Master's Degree,5,1,Tokyo,Shinjuku
CAND001007,Angela,Reyes,1984-05-14,Female,Philippines,Bachelor's Degree,4,1,Saitama,Asaka
CAND001008,Angela,Reyes,1989-05-17,Female,Philippines,Associate Degree,5,2,Tokyo,Setagaya
CAND001009,Thomas,Reid,1974-01-15,Male,New Zealand,Doctorate,5,1,Tokyo,Ota
CAND001010,James,Anderson,1999-01-08,Male,USA,Bachelor's Degree,5,2,Kanagawa,Fujisawa
CAND001011,Michael,Johnson,1971-03-16,Male,USA,Bachelor's Degree,5,3,Kanagawa,Yokohama
CAND001012,Angela,Reyes,2002-03-19,Male,Philippines,Bachelor's Degree,4,4,Kanagawa,Sagamihara
CAND001013,John,Santos,1990-04-24,Female,Philippines,Bachelor's Degree,4,4,Chiba,Ichikawa
CAND001014,Maya,Brown,1989-11-12,Male,Canada,Bachelor's Degree,5,1,Tokyo,Tachikawa
CAND001015,Angela,Reyes,1988-07-06,Female,Philippines,Bachelor's Degree,4,2,Saitama,Tokorozawa
CAND001016,Emma,Thompson,1999-04-04,Female,Canada,Bachelor's Degree,5,2,Tokyo,Itabashi
CAND001017,John,Santos,1988-07-19,Female,Philippines,Bachelor's Degree,4,1,Tokyo,Hachioji
CAND001018,Grace,Wanjiku,1981-06-26,Male,Kenya,Bachelor's Degree,5,1,Tokyo,Edogawa
CAND001019,Amelia,Taylor,1995-12-15,Female,UK,Associate Degree,5,2,Tokyo,Edogawa
CAND001020,Priya,Patel,1971-11-18,Female,India,Master's Degree,5,2,Kanagawa,Kawasaki
CAND001021,George,Davies,1992-08-28,Male,UK,Master's Degree,5,1,Tokyo,Itabashi
CAND001022,Ananya,Singh,2000-06-12,Male,India,Bachelor's Degree,5,1,Tokyo,Nerima
CAND001023,Lerato,Dlamini,1990-08-04,Female,South Africa,Bachelor's Degree,4,1,Tokyo,Itabashi
CAND001024,Chloe,Mitchell,1991-12-13,Male,Australia,Bachelor's Degree,5,3,Tokyo,Koto
CAND001025,Maria,Cruz,1994-07-18,Female,Philippines,Bachelor's Degree,3,1,Tokyo,Ota
CAND001026,Liam,Anderson,1992-08-29,Female,Australia,Bachelor's Degree,5,2,Tokyo,Shinjuku
CAND001027,Ethan,Martin,1975-05-11,Male,Canada,Bachelor's Degree,5,1,Tokyo,Nerima
CAND001028,Seo-yeon,Lee,1977-04-27,Female,South Korea,Bachelor's Degree,4,2,Chiba,Funabashi
CAND001029,Daniel,Williams,1988-03-07,Male,USA,Bachelor's Degree,5,1,Chiba,Kashiwa
CAND001030,Rohan,Gupta,1991-03-20,Female,India,Bachelor's Degree,4,1,Tokyo,Ota
CAND001031,Liam,Anderson,1995-07-30,Female,Australia,Master's Degree,5,2,Tokyo,Koto
CAND001032,Jessica,Davis,1976-09-15,Male,USA,Bachelor's Degree,5,1,Tokyo,Shinjuku
CAND001033,Charlotte,Brown,2000-03-17,Female,UK,Master's Degree,5,1,Tokyo,Ota
CAND001034,Sofía,Martínez,1980-01-18,Male,Mexico,Bachelor's Degree,4,1,Tokyo,Edogawa
CAND001035,Michael,Johnson,2000-03-13,Male,USA,Bachelor's Degree,5,1,Tokyo,Ota
CAND001036,Mark,Garcia,1993-11-21,Male,Philippines,Bachelor's Degree,5,1,Saitama,Tokorozawa
CAND001037,Conor,Byrne,1998-11-01,Male,Ireland,Bachelor's Degree,5,2,Chiba,Matsudo
CAND001038,Ananya,Singh,2000-07-24,Female,India,Bachelor's Degree,5,1,Tokyo,Edogawa
CAND001039,Charlotte,Brown,1993-04-17,Male,UK,Bachelor's Degree,5,1,Saitama,Wako
CAND001040,Rohan,Gupta,1976-01-24,Female,India,Master's Degree,5,3,Kanagawa,Kawasaki
CAND001041,Oliver,Wilson,1989-12-10,Male,UK,Bachelor's Degree,5,2,Tokyo,Edogawa
CAND001042,Joon-ho,Choi,1979-10-18,Male,South Korea,Master's Degree,5,1,Tokyo,Koto
CAND001043,Aoife,Kelly,2001-04-19,Male,Ireland,Bachelor's Degree,5,1,Chiba,Chiba
