employee_id,employee_type,first_name,last_name,date_of_birth,gender,country_of_origin,education_level,home_prefecture,home_city,english_proficiency,japanese_proficiency,hire_date,employment_start_date,employment_status,recruitment_source,initial_position,initial_level,current_position,current_level,current_salary
DUD100240,Teacher,Joshua,Aquino,1979-07-02,Male,Philippines,Bachelor's Degree,Saitama,Kawagoe,4,1,2022-01-30,2022-02-05,Active,Recruitment Agency,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100241,Teacher,James,Anderson,1998-12-02,Male,USA,Bachelor's Degree,Tokyo,Setagaya,5,1,2021-06-17,2021-07-10,Active,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100242,Teacher,Alejandro,García,1982-10-16,Female,Mexico,Bachelor's Degree,Kanagawa,Fujisawa,5,1,2022-09-04,2022-09-26,Active,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100243,Teacher,Amelia,Taylor,1970-03-21,Female,UK,Bachelor's Degree,Chiba,Urayasu,5,3,2024-02-20,2024-02-28,Offboarded,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100244,Teacher,Mia,Walker,1983-09-14,Male,Australia,Bachelor's Degree,Tokyo,Setagaya,5,3,2020-10-25,2020-11-22,Active,International Recruitment,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100245,Teacher,Michael,Johnson,1992-10-01,Female,USA,Bachelor's Degree,Chiba,Kashiwa,5,2,2025-11-11,2025-11-17,Offboarded,Recruitment Agency,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100246,Teacher,Ryan,Campbell,1999-05-02,Male,Canada,Master's Degree,Tokyo,Edogawa,5,3,2025-11-10,2025-12-03,Offboarded,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100247,Teacher,Liam,Anderson,1986-04-28,Male,Australia,Bachelor's Degree,Saitama,Kawagoe,5,3,2020-10-26,2020-11-09,Active,Recruitment Agency,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100248,Teacher,Ji-woo,Park,1986-02-04,Male,South Korea,Bachelor's Degree,Chiba,Funabashi,4,2,2019-09-23,2019-10-14,Active,LinkedIn,ALT / English Teacher,1,Senior Trainer,5,290000
DUD100249,Teacher,Mia,Walker,1971-10-16,Female,Australia,Other,Tokyo,Hachioji,5,2,2022-04-25,2022-05-21,On Leave,Recruitment Agency,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100250,Teacher,Amelia,Taylor,1996-05-12,Male,UK,Bachelor's Degree,Chiba,Kashiwa,5,1,2021-09-29,2021-10-15,Active,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100251,Teacher,Rohan,Gupta,1992-07-06,Female,India,Doctorate,Tokyo,Edogawa,4,2,2021-08-14,2021-08-18,Active,Teacher Referral,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100252,Teacher,Emily,Carter,1984-10-24,Male,USA,Master's Degree,Tokyo,Tachikawa,5,2,2025-11-14,2025-11-19,Active,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100253,Teacher,Charlotte,Brown,1976-01-17,Female,UK,Bachelor's Degree,Tokyo,Koto,5,1,2022-02-21,2022-03-22,Active,Recruitment Agency,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100254,Teacher,Ethan,Martin,1973-11-05,Male,Canada,Bachelor's Degree,Saitama,Asaka,5,3,2021-02-27,2021-03-06,Offboarded,Recruitment Agency,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100255,Teacher,Patricia,Mendoza,1977-07-10,Male,Philippines,Master's Degree,Tokyo,Tachikawa,5,1,2023-06-28,2023-07-10,Active,Recruitment Agency,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100256,Teacher,Aisha,Botha,1976-09-16,Male,South Africa,Bachelor's Degree,Tokyo,Shinjuku,5,2,2020-07-25,2020-07-27,Active,University/College Partnership,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100257,Teacher,Neha,Kapoor,1993-06-02,Male,India,Bachelor's Degree,Kanagawa,Atsugi,5,1,2024-08-26,2024-09-20,Offboarded,Recruitment Agency,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100258,Teacher,Joshua,Aquino,1989-02-01,Female,Philippines,Bachelor's Degree,Tokyo,Edogawa,5,1,2025-12-15,2026-01-12,Active,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100259,Teacher,Jessica,Davis,1995-12-05,Female,USA,Bachelor's Degree,Saitama,Wako,5,2,2022-10-15,2022-10-28,Active,Teacher Referral,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100260,Teacher,George,Davies,1995-05-01,Male,UK,Bachelor's Degree,Tokyo,Ota,5,3,2023-11-18,2023-12-05,Offboarded,Recruitment Agency,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100261,Teacher,Jack,Taylor,2001-08-24,Male,Australia,Bachelor's Degree,Tokyo,Setagaya,5,3,2024-04-03,2024-04-28,Active,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100262,Teacher,Sarah,Miller,1994-09-12,Male,USA,Bachelor's Degree,Saitama,Kawaguchi,5,1,2019-04-22,2019-05-17,Active,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100263,Teacher,Liam,Anderson,1979-12-13,Male,Australia,Bachelor's Degree,Saitama,Wako,5,4,2023-09-28,2023-10-17,Active,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100264,Teacher,Emily,Carter,1989-09-10,Male,USA,Bachelor's Degree,Kanagawa,Yamato,5,1,2019-08-16,2019-09-10,Active,Job Board,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100265,Teacher,Michael,Johnson,1980-09-24,Male,USA,Bachelor's Degree,Kanagawa,Yokohama,5,5,2023-09-23,2023-10-04,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100266,Teacher,Jessica,Davis,1974-01-17,Female,USA,Bachelor's Degree,Chiba,Kashiwa,5,4,2023-02-24,2023-03-07,Offboarded,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100267,Teacher,Mia,Walker,1981-09-17,Female,Australia,Bachelor's Degree,Saitama,Saitama,5,2,2023-01-22,2023-02-21,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100268,Teacher,Ryan,Campbell,2001-02-20,Male,Canada,Bachelor's Degree,Tokyo,Tachikawa,5,3,2023-01-21,2023-02-20,Offboarded,Recruitment Agency,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100269,Teacher,Michael,Johnson,1973-01-11,Male,USA,Bachelor's Degree,Chiba,Funabashi,5,2,2021-10-28,2021-11-22,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100270,Teacher,Daniel,Williams,1982-11-20,Female,USA,Bachelor's Degree,Saitama,Koshigaya,5,1,2021-04-01,2021-04-16,Active,Recruitment Agency,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100271,Teacher,Jessica,Davis,1992-05-20,Female,USA,Master's Degree,Tokyo,Edogawa,5,3,2021-07-25,2021-08-01,Active,University/College Partnership,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100272,Teacher,Michael,Johnson,1973-07-09,Female,USA,Bachelor's Degree,Saitama,Kawaguchi,5,3,2025-04-26,2025-05-26,Active,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100273,Teacher,Diego,López,1992-01-07,Male,Mexico,Bachelor's Degree,Chiba,Kashiwa,4,1,2025-09-18,2025-09-22,Active,Social Media,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100274,Teacher,Noah,Collins,1992-07-16,Female,Australia,Bachelor's Degree,Kanagawa,Kawasaki,5,2,2020-08-06,2020-08-28,Active,Company Website,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100275,Teacher,Diego,López,1984-08-06,Female,Mexico,Bachelor's Degree,Kanagawa,Kawasaki,5,1,2024-07-13,2024-08-12,Active,LinkedIn,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100276,Teacher,Olivia,Campbell,2001-06-07,Male,Australia,Master's Degree,Tokyo,Ota,5,1,2021-04-06,2021-04-24,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100277,Teacher,Daniel,Williams,1994-11-29,Female,USA,Bachelor's Degree,Tokyo,Koto,5,3,2020-12-03,2020-12-18,Offboarded,Job Board,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100278,Teacher,Aisha,Botha,1991-10-30,Male,South Africa,Bachelor's Degree,Saitama,Kawaguchi,4,2,2019-12-02,2019-12-08,Offboarded,Company Website,ALT / English Teacher,1,Trainer,4,280000
DUD100279,Teacher,Angela,Reyes,1986-03-01,Male,Philippines,Bachelor's Degree,Kanagawa,Fujisawa,4,2,2023-03-09,2023-04-05,Active,Recruitment Agency,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100280,Teacher,Mariana,Rodríguez,1982-10-08,Female,Mexico,Bachelor's Degree,Saitama,Asaka,5,2,2020-02-16,2020-02-28,Active,International Recruitment,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100281,Teacher,Min-seo,Kang,1988-12-03,Male,South Korea,Bachelor's Degree,Saitama,Saitama,4,1,2022-10-06,2022-10-16,Active,University/College Partnership,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100282,Teacher,Amelia,Taylor,1996-04-30,Male,UK,Bachelor's Degree,Tokyo,Koto,5,1,2019-07-04,2019-07-08,On Leave,International Recruitment,ALT / English Teacher,1,Trainer,4,280000
DUD100283,Teacher,John,Santos,1977-06-27,Female,Philippines,Bachelor's Degree,Tokyo,Tachikawa,5,1,2023-09-13,2023-09-29,Offboarded,University/College Partnership,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100284,Teacher,Sarah,Miller,1980-04-15,Male,USA,Bachelor's Degree,Tokyo,Koto,5,1,2021-02-27,2021-02-27,Active,International Recruitment,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100285,Teacher,Joon-ho,Choi,1994-08-10,Male,South Korea,Bachelor's Degree,Kanagawa,Atsugi,5,2,2024-05-14,2024-06-03,On Leave,International Recruitment,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100286,Teacher,Chloe,Mitchell,1985-07-29,Male,Australia,Bachelor's Degree,Tokyo,Setagaya,5,2,2023-05-08,2023-05-21,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100287,Teacher,Priya,Patel,1982-11-12,Male,India,Bachelor's Degree,Tokyo,Tachikawa,5,2,2019-05-08,2019-06-01,Active,Job Board,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100288,Teacher,Daniel,Williams,1988-06-20,Female,USA,Doctorate,Tokyo,Edogawa,5,1,2023-08-14,2023-09-09,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100289,Teacher,James,Anderson,1982-10-09,Male,USA,Bachelor's Degree,Saitama,Soka,5,2,2020-01-06,2020-01-11,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100290,Teacher,Chloe,Mitchell,1978-06-04,Male,Australia,Bachelor's Degree,Tokyo,Hachioji,5,1,2020-05-23,2020-06-01,Active,Employee Referral,ALT / English Teacher,1,Trainer,4,280000
DUD100291,Teacher,Emily,Carter,1992-02-21,Female,USA,Bachelor's Degree,Tokyo,Tachikawa,5,5,2024-06-12,2024-07-04,Offboarded,Company Website,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100292,Teacher,Maria,Cruz,1981-12-15,Female,Philippines,Master's Degree,Tokyo,Tachikawa,4,3,2022-01-19,2022-02-14,Active,Other,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100293,Teacher,Mark,Garcia,1981-02-01,Male,Philippines,Master's Degree,Tokyo,Tachikawa,5,1,2021-08-01,2021-08-16,Active,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100294,Teacher,Jessica,Davis,1994-08-27,Female,USA,Bachelor's Degree,Tokyo,Nerima,5,1,2019-10-31,2019-11-27,Active,Job Board,ALT / English Teacher,1,Lead Trainer,6,300000
DUD100295,Teacher,Liam,Anderson,1982-05-21,Female,Australia,Bachelor's Degree,Tokyo,Edogawa,5,1,2019-09-20,2019-10-08,Offboarded,Job Board,ALT / English Teacher,1,Trainer,4,280000
DUD100296,Teacher,Priya,Patel,1992-06-04,Female,India,Bachelor's Degree,Saitama,Kawaguchi,4,2,2025-04-05,2025-04-30,Active,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100297,Teacher,George,Davies,1989-09-05,Male,UK,Master's Degree,Tokyo,Ota,5,2,2020-10-03,2020-10-11,Offboarded,Recruitment Agency,ALT / English Teacher,1,Trainer,4,280000
DUD100298,Teacher,Ava,Wilson,1995-06-03,Female,Canada,Bachelor's Degree,Tokyo,Tachikawa,5,1,2025-12-17,2026-01-15,Offboarded,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100299,Teacher,Ava,Wilson,1981-10-24,Male,Canada,Bachelor's Degree,Tokyo,Hachioji,5,2,2021-04-29,2021-05-27,Active,Employee Referral,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100300,Teacher,Jessica,Davis,1999-07-13,Female,USA,Associate Degree,Chiba,Funabashi,5,2,2024-10-28,2024-11-21,Active,University/College Partnership,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100301,Teacher,Sophie,Evans,1974-12-15,Male,UK,Bachelor's Degree,Saitama,Kawaguchi,5,3,2020-09-13,2020-09-18,Offboarded,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100302,Teacher,Jessica,Davis,1999-07-07,Male,USA,Bachelor's Degree,Saitama,Soka,5,1,2021-09-21,2021-10-10,Active,International Recruitment,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100303,Teacher,Carlos,Hernández,1998-08-30,Male,Mexico,Bachelor's Degree,Saitama,Wako,5,3,2019-11-25,2019-12-21,Active,Employee Referral,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100304,Teacher,Arjun,Sharma,1993-04-21,Female,India,Bachelor's Degree,Chiba,Kashiwa,4,1,2022-01-13,2022-01-31,Active,Employee Referral,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100305,Teacher,Liam,Anderson,2000-04-03,Male,Australia,Bachelor's Degree,Saitama,Saitama,5,1,2021-04-08,2021-04-25,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100306,Teacher,Isla,Scott,1984-02-20,Male,New Zealand,Bachelor's Degree,Kanagawa,Fujisawa,5,2,2024-01-28,2024-02-23,On Leave,Recruitment Agency,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100307,Teacher,James,Anderson,1986-02-24,Male,USA,Associate Degree,Tokyo,Ota,5,1,2019-08-20,2019-08-29,Active,Other,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100308,Teacher,Oliver,Wilson,1979-08-21,Female,UK,Master's Degree,Tokyo,Nerima,5,4,2024-12-24,2025-01-10,Active,Recruitment Agency,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100309,Teacher,Sarah,Miller,1977-01-01,Male,USA,Bachelor's Degree,Tokyo,Edogawa,5,1,2022-08-13,2022-08-15,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100310,Teacher,Daniel,Williams,1977-10-03,Male,USA,Bachelor's Degree,Kanagawa,Atsugi,5,2,2020-04-25,2020-05-14,Active,Social Media,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100311,Teacher,James,Thompson,1985-08-10,Male,UK,Doctorate,Tokyo,Setagaya,5,3,2021-10-15,2021-11-07,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100312,Teacher,Ananya,Singh,1983-09-03,Female,India,Bachelor's Degree,Tokyo,Koto,4,2,2020-12-18,2020-12-19,Active,Other,ALT / English Teacher,1,Lead Trainer,6,300000
DUD100313,Teacher,Patricia,Mendoza,1979-12-18,Female,Philippines,Bachelor's Degree,Chiba,Funabashi,4,1,2025-08-27,2025-09-19,Active,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100314,Teacher,James,Anderson,2001-04-21,Male,USA,Bachelor's Degree,Tokyo,Hachioji,5,1,2023-09-06,2023-09-26,Active,Other,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100315,Teacher,Olivia,Campbell,1981-12-11,Female,Australia,Master's Degree,Tokyo,Setagaya,5,1,2023-11-20,2023-12-03,Active,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100316,Teacher,Sofía,Martínez,1985-09-08,Female,Mexico,Bachelor's Degree,Kanagawa,Sagamihara,5,2,2021-11-12,2021-11-18,Active,Employee Referral,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100317,Teacher,Jessica,Davis,1980-11-26,Female,USA,Associate Degree,Kanagawa,Fujisawa,5,1,2020-06-29,2020-07-08,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100318,Teacher,Emma,Thompson,1994-08-14,Male,Canada,Bachelor's Degree,Chiba,Funabashi,5,2,2019-06-15,2019-06-27,Active,Company Website,ALT / English Teacher,1,Trainer,4,280000
DUD100319,Teacher,Daniel,Williams,2001-03-30,Female,USA,Bachelor's Degree,Tokyo,Shinjuku,5,1,2022-04-16,2022-05-07,Offboarded,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100320,Teacher,Min-seo,Kang,1980-05-15,Male,South Korea,Other,Saitama,Saitama,5,2,2025-12-10,2025-12-27,Active,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100321,Teacher,Patrick,Ryan,1971-10-14,Female,Ireland,Bachelor's Degree,Saitama,Koshigaya,5,2,2021-01-03,2021-01-03,Active,University/College Partnership,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100322,Teacher,James,Anderson,1972-10-12,Male,USA,Bachelor's Degree,Kanagawa,Yokohama,5,4,2022-05-22,2022-05-29,Active,Teacher Referral,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100323,Teacher,Sarah,Miller,1988-09-20,Female,USA,Bachelor's Degree,Tokyo,Nerima,5,4,2022-12-09,2022-12-23,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100324,Teacher,Emma,Thompson,1983-11-11,Female,Canada,Master's Degree,Kanagawa,Kawasaki,5,2,2020-11-15,2020-12-05,Offboarded,Recruitment Agency,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100325,Teacher,Sean,Murphy,1984-03-31,Female,Ireland,Master's Degree,Tokyo,Shinjuku,5,3,2023-11-21,2023-12-21,Active,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100326,Teacher,Aisha,Botha,1976-10-25,Male,South Africa,Master's Degree,Tokyo,Koto,3,5,2022-03-29,2022-04-17,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100327,Teacher,Angela,Reyes,2000-11-13,Female,Philippines,Master's Degree,Tokyo,Tachikawa,5,2,2023-08-05,2023-08-20,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100328,Teacher,Liam,Anderson,1988-07-12,Male,Australia,Bachelor's Degree,Saitama,Tokorozawa,5,3,2019-12-27,2020-01-01,Offboarded,Indeed,ALT / English Teacher,1,Senior Trainer,5,290000
DUD100329,Teacher,Amelia,Taylor,1989-03-07,Female,UK,Bachelor's Degree,Tokyo,Ota,5,3,2023-09-01,2023-09-20,Offboarded,Recruitment Agency,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100330,Teacher,Min-jun,Kim,1990-04-05,Female,South Korea,Bachelor's Degree,Kanagawa,Kawasaki,5,2,2019-09-08,2019-09-25,Active,International Recruitment,ALT / English Teacher,1,Trainer,4,280000
DUD100331,Teacher,Sarah,Miller,1983-08-30,Male,USA,Master's Degree,Tokyo,Koto,5,2,2019-11-10,2019-12-02,Active,Social Media,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100332,Teacher,Chloe,Mitchell,1978-01-24,Female,Australia,Master's Degree,Kanagawa,Atsugi,5,2,2023-08-28,2023-09-10,Active,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100333,Teacher,Lerato,Dlamini,1974-01-17,Male,South Africa,Bachelor's Degree,Saitama,Kawagoe,5,1,2020-07-11,2020-08-02,Active,Recruitment Agency,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100334,Teacher,George,Davies,1986-12-27,Female,UK,Bachelor's Degree,Tokyo,Koto,5,4,2025-08-03,2025-08-30,Active,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100335,Teacher,Ji-woo,Park,1988-10-27,Female,South Korea,Bachelor's Degree,Chiba,Matsudo,4,1,2020-09-20,2020-10-20,Active,Job Board,ALT / English Teacher,1,Trainer,4,280000
DUD100336,Teacher,Mia,Walker,1997-04-10,Female,Australia,Doctorate,Tokyo,Tachikawa,5,2,2024-03-14,2024-03-16,Active,International Recruitment,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100337,Teacher,Sophie,Evans,1972-03-12,Female,UK,Bachelor's Degree,Tokyo,Itabashi,5,1,2019-08-11,2019-09-01,Active,LinkedIn,ALT / English Teacher,1,Trainer,4,280000
DUD100338,Teacher,Michael,Johnson,1977-12-30,Male,USA,Bachelor's Degree,Tokyo,Hachioji,5,1,2024-05-09,2024-06-01,Active,International Recruitment,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100339,Teacher,Daniel,Williams,1986-07-14,Male,USA,Doctorate,Chiba,Matsudo,5,3,2019-12-22,2019-12-31,Active,Job Fair,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100340,Teacher,Amelia,Taylor,2001-03-19,Female,UK,Bachelor's Degree,Tokyo,Hachioji,5,5,2024-09-02,2024-09-25,Active,International Recruitment,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100341,Teacher,Jack,Harris,1997-04-24,Male,New Zealand,Master's Degree,Tokyo,Itabashi,5,4,2025-07-22,2025-08-06,Active,University/College Partnership,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100342,Teacher,Olivia,Campbell,2001-10-14,Female,Australia,Bachelor's Degree,Tokyo,Setagaya,5,1,2020-07-27,2020-08-19,Offboarded,Indeed,ALT / English Teacher,1,Trainer,4,280000
DUD100343,Teacher,Daniel,Williams,1970-07-05,Female,USA,Bachelor's Degree,Saitama,Soka,5,3,2022-09-12,2022-09-21,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100344,Teacher,Angela,Reyes,1995-07-10,Male,Philippines,Bachelor's Degree,Tokyo,Koto,4,3,2024-08-14,2024-09-12,Active,Company Website,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100345,Teacher,Emily,Carter,1994-02-01,Male,USA,Doctorate,Tokyo,Ota,5,4,2019-11-16,2019-12-12,Active,Teacher Referral,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100346,Teacher,Ethan,Martin,1995-11-26,Female,Canada,Master's Degree,Chiba,Ichikawa,5,1,2020-12-02,2020-12-10,Offboarded,University/College Partnership,ALT / English Teacher,1,Lead Trainer,6,300000
DUD100347,Teacher,Ha-eun,Jung,1978-05-29,Male,South Korea,Bachelor's Degree,Kanagawa,Fujisawa,5,1,2019-08-08,2019-08-16,Active,Job Board,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100348,Teacher,Jack,Taylor,1993-07-22,Female,Australia,Bachelor's Degree,Tokyo,Shinjuku,5,3,2020-04-14,2020-04-28,Active,International Recruitment,ALT / English Teacher,1,Trainer,4,280000
DUD100349,Teacher,Daniel,Williams,1993-06-28,Male,USA,Bachelor's Degree,Tokyo,Setagaya,5,3,2025-01-13,2025-02-03,Offboarded,Employee Referral,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100350,Teacher,Chloe,Mitchell,1970-03-09,Female,Australia,Bachelor's Degree,Tokyo,Setagaya,5,1,2019-10-06,2019-10-09,Active,LinkedIn,ALT / English Teacher,1,Trainer,4,280000
DUD100351,Teacher,Lucas,Anderson,1984-05-24,Female,Canada,Bachelor's Degree,Tokyo,Hachioji,5,1,2024-03-11,2024-04-01,Active,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100352,Teacher,James,Thompson,1979-04-08,Female,UK,Bachelor's Degree,Saitama,Soka,5,1,2022-06-04,2022-06-22,Active,University/College Partnership,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100353,Teacher,Amelia,Taylor,1975-11-02,Female,UK,Bachelor's Degree,Kanagawa,Yokohama,5,1,2019-11-07,2019-11-09,Active,Recruitment Agency,ALT / English Teacher,1,Senior Teacher,3,270000
DUD100354,Teacher,Maya,Brown,1997-08-24,Male,Canada,Bachelor's Degree,Tokyo,Edogawa,5,3,2025-03-25,2025-03-27,Offboarded,Recruitment Agency,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100355,Teacher,Jessica,Davis,1974-05-13,Male,USA,Bachelor's Degree,Saitama,Asaka,5,2,2021-10-03,2021-10-07,Offboarded,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100356,Teacher,Jessica,Davis,1984-07-26,Male,USA,Bachelor's Degree,Tokyo,Tachikawa,5,1,2024-08-12,2024-08-26,Offboarded,Employee Referral,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100357,Teacher,Alejandro,García,1988-03-13,Female,Mexico,Master's Degree,Chiba,Ichikawa,5,1,2022-08-20,2022-09-06,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100358,Teacher,Charlotte,Brown,1987-03-21,Male,UK,Bachelor's Degree,Tokyo,Ota,5,3,2024-02-17,2024-03-06,Offboarded,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100359,Teacher,Luis,González,1975-02-17,Male,Mexico,Bachelor's Degree,Tokyo,Hachioji,4,2,2022-09-13,2022-10-13,Active,Teacher Referral,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100360,Teacher,Ava,Wilson,1992-03-04,Male,Canada,Bachelor's Degree,Tokyo,Edogawa,5,3,2025-10-04,2025-11-01,Offboarded,Social Media,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100361,Teacher,Joshua,Aquino,1990-04-27,Female,Philippines,Bachelor's Degree,Tokyo,Tachikawa,4,2,2022-10-18,2022-10-27,Active,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100362,Teacher,Niamh,O'Brien,1974-01-02,Male,Ireland,Bachelor's Degree,Saitama,Wako,5,3,2022-07-18,2022-07-19,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100363,Teacher,Angela,Reyes,1982-08-29,Female,Philippines,Doctorate,Tokyo,Ota,5,3,2023-10-20,2023-11-01,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD100364,Teacher,James,Anderson,1986-02-28,Male,USA,Master's Degree,Tokyo,Koto,5,1,2020-01-19,2020-02-08,Active,Indeed,ALT / English Teacher,1,Trainer,4,280000
DUD100365,Teacher,Olivia,Campbell,1976-02-27,Female,Australia,Bachelor's Degree,Tokyo,Tachikawa,5,3,2026-01-09,2026-02-07,Active,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD100366,Teacher,Noah,Collins,1987-04-05,Male,Australia,Bachelor's Degree,Tokyo,Shinjuku,5,2,2021-11-25,2021-12-17,Active,Recruitment Agency,ALT / English Teacher,1,Experienced Teacher,2,260000
