employee_id,first_name,last_name,employment_start_date,employment_end_date,employment_status,employment_type,position,career_level,start_reason,end_reason,offboarding_date,departure_type,leaving_reason,exit_satisfaction,would_recommend,would_return,rehire_eligible
DUD100254,Maria,Anderson,2025-02-24,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100255,Alejandro,Jackson,2021-02-09,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100256,Olivia,Torres,2022-07-08,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100257,James,Gonzalez,2021-07-15,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100258,Laura,Martin,2023-04-25,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100259,Jose,Smith,2023-12-28,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100260,Luis,Taylor,2023-05-08,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100261,John,Taylor,2026-01-16,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100262,John,Garcia,2021-08-30,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100263,David,Allen,2026-06-04,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100264,Emily,Perez,2022-11-16,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100265,Jessica,Brown,2025-06-03,2027-06-10,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,2027-06-10,Voluntary,Career Change,1,1,1,1
DUD100266,Laura,Thompson,2025-07-08,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100267,Daniel,Allen,2024-03-11,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100268,Thomas,Torres,2023-09-07,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100269,Thomas,Garcia,2023-05-06,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100270,Matthew,Johnson,2023-12-28,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100271,Carlos,Jackson,2021-08-18,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100272,John,Jackson,2025-07-11,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100273,Emma,Davis,2021-03-07,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100274,Alejandro,Lopez,2026-03-26,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100275,John,Martin,2023-02-23,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100276,William,Young,2023-12-06,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100277,Matthew,Thompson,2025-08-03,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100278,David,White,2024-11-05,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100279,James,Sanchez,2024-06-24,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100280,Daniel,Martin,2025-07-12,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100281,Laura,Garcia,2026-04-26,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100282,Jose,Young,2021-05-15,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100283,Emily,Brown,2025-03-10,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100284,Thomas,Hall,2024-09-09,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100285,Christopher,Torres,2021-03-15,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100286,Daniel,King,2023-01-25,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100287,Jessica,Jackson,2021-12-24,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100288,Michael,Walker,2023-08-30,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100289,James,Perez,2024-10-15,2027-03-14,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Voluntary Resignation,2027-03-14,Voluntary,Personal Reasons,5,0,1,1
DUD100290,Jose,Young,2025-07-02,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100291,James,Taylor,2026-05-28,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100292,Marco,Hall,2023-04-24,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100293,Matthew,Anderson,2024-05-22,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100294,Emma,White,2024-08-04,2025-08-13,Inactive,Full-time,Trainer,4,Initial Hire,Performance,2025-08-13,Voluntary,Assignment Issues,NULL,NULL,NULL,1
DUD100295,Emma,Sanchez,2022-10-22,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100296,Sarah,Martinez,2025-08-10,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100297,Marco,Moore,2022-10-07,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100298,Carlos,Davis,2024-08-30,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100299,Andres,Ramirez,2023-12-02,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100300,Jose,Miller,2023-11-30,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100301,Matthew,Williams,2025-03-07,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100302,Jose,Thompson,2025-07-30,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100303,Andres,Ramirez,2025-07-02,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100304,Miguel,Williams,2023-12-08,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100305,Olivia,Martin,2024-03-08,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100306,Sofia,Perez,2021-04-23,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100307,Alejandro,Brown,2024-12-07,2026-09-01,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Voluntary Resignation,2026-09-01,Voluntary,Returning Home,3,0,1,1
DUD100308,William,Davis,2024-10-01,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100309,James,Hernandez,2022-10-16,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100310,Matthew,Torres,2021-06-25,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100311,John,Hernandez,2022-12-19,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100312,Ana,Taylor,2022-09-17,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100313,Michael,Young,2024-05-01,2025-01-18,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,2025-01-18,Voluntary,Personal Reasons,2,1,1,1
DUD100314,Christopher,Anderson,2025-06-17,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100315,Alejandro,Garcia,2025-08-10,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100316,Robert,Martin,2026-06-05,2028-04-13,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,2028-04-13,Voluntary,Career Change,1,0,0,1
DUD100317,Andres,Rodriguez,2022-06-28,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100318,Marco,Martinez,2021-07-22,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100319,Alejandro,Torres,2023-06-28,2025-05-22,Inactive,Full-time,Lead Trainer,6,Initial Hire,Contract End,2025-05-22,Voluntary,Personal Reasons,2,1,1,1
DUD100320,Emma,Gonzalez,2026-05-27,2028-06-12,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,2028-06-12,Involuntary,Client Request,NULL,NULL,NULL,0
DUD100321,Marco,Taylor,2025-11-14,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100322,Matthew,Smith,2021-07-21,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100323,Sofia,Sanchez,2023-04-13,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100324,Sarah,Jackson,2023-12-24,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100325,Michael,Garcia,2021-08-09,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100326,Emily,Moore,2021-09-21,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100327,James,Hall,2021-05-26,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100328,Jessica,Walker,2023-11-05,2025-12-12,Inactive,Full-time,Senior Teacher,3,Initial Hire,Performance,2025-12-12,Voluntary,Commute,4,0,1,1
DUD100329,Laura,Hernandez,2023-06-14,2025-03-28,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,2025-03-28,Voluntary,Work-Life Balance,NULL,NULL,NULL,1
DUD100330,Carlos,Hall,2022-03-17,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100331,Andres,Martin,2022-03-10,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100332,Alejandro,Williams,2024-09-17,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100333,Miguel,Allen,2023-10-13,2025-05-03,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Relocation,2025-05-03,Voluntary,Personal Reasons,1,0,1,1
DUD100334,Miguel,Jackson,2024-11-23,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100335,Emma,Sanchez,2022-06-20,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100336,Olivia,Martin,2026-02-06,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100337,Luis,Walker,2021-06-16,2023-07-19,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,2023-07-19,Voluntary,Career Change,1,1,0,1
DUD100338,Hannah,Sanchez,2022-10-04,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100339,Jose,Moore,2024-10-31,2025-06-15,Inactive,Full-time,Senior Teacher,3,Initial Hire,Performance,2025-06-15,Voluntary,Relocation,1,1,0,1
DUD100340,James,Jackson,2026-06-07,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100341,Michael,Davis,2021-01-15,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100342,Jessica,Thompson,2022-06-26,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100343,Christopher,Martinez,2026-04-29,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100344,Robert,Torres,2025-02-20,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100345,Michael,Young,2025-03-16,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100346,Daniel,Hall,2021-08-10,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100347,Andres,Jackson,2023-07-01,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100348,Matthew,Johnson,2022-06-24,2024-09-03,Inactive,Full-time,Trainer,4,Initial Hire,Contract End,2024-09-03,Voluntary,Career Change,NULL,NULL,NULL,1
DUD100349,Christopher,Sanchez,2024-09-20,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100350,James,Lopez,2023-03-10,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100351,Andres,Martin,2022-02-26,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100352,William,Williams,2024-01-02,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100353,Olivia,Hernandez,2024-05-12,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100354,Daniel,Allen,2022-05-28,2024-07-22,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,2024-07-22,Voluntary,Career Change,1,1,1,1
DUD100355,Olivia,Rodriguez,2025-08-20,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100356,David,Young,2025-10-26,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100357,James,Garcia,2023-05-31,2024-09-26,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,2024-09-26,Voluntary,Career Change,1,1,1,1
DUD100358,Juan,Wilson,2021-09-18,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100359,Sarah,Walker,2022-06-16,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100360,Daniel,Moore,2023-06-25,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100361,Michael,Johnson,2023-08-31,2026-02-16,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,2026-02-16,Voluntary,Work-Life Balance,NULL,NULL,NULL,1
DUD100362,Maria,Perez,2022-05-28,2024-09-08,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,2024-09-08,Voluntary,Returning Home,5,1,0,1
DUD100363,Emily,Walker,2025-06-08,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100364,Daniel,Garcia,2023-06-28,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100365,Emily,Hernandez,2022-09-24,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100366,David,Smith,2023-05-08,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100367,John,Lopez,2024-07-08,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100368,Daniel,Allen,2023-07-21,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100369,Jessica,Brown,2024-10-14,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100370,Christopher,Johnson,2021-05-10,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100371,David,Lee,2022-12-29,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100372,Olivia,Thompson,2022-08-17,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100373,Ana,Lee,2023-12-18,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100374,Emma,Sanchez,2024-09-26,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100375,Jessica,Martin,2023-01-22,2023-12-11,Inactive,Full-time,Trainer,4,Initial Hire,Voluntary Resignation,2023-12-11,Voluntary,Career Change,NULL,NULL,NULL,1
DUD100376,Alejandro,Sanchez,2021-01-14,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100377,Maria,Moore,2024-05-09,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100378,Ana,Anderson,2026-03-20,2027-09-30,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,2027-09-30,Voluntary,Commute,3,1,1,1
DUD100379,James,Williams,2022-07-27,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100380,Luis,Hall,2022-11-15,2025-03-19,Inactive,Full-time,Lead Trainer,6,Initial Hire,Performance,2025-03-19,Voluntary,Assignment Issues,2,1,0,1
DUD100381,Diego,Sanchez,2024-09-29,2026-05-12,Inactive,Full-time,Senior Teacher,3,Initial Hire,Career Change,2026-05-12,Voluntary,Compensation,2,0,1,1
DUD100382,Jose,Allen,2024-11-07,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100383,Andres,Torres,2024-05-15,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100384,William,Miller,2023-07-11,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100385,Jessica,Perez,2021-06-06,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100386,Carlos,Martin,2025-04-17,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100387,Emily,Hernandez,2024-05-04,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100388,Carlos,Ramirez,2021-11-06,2022-06-20,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,2022-06-20,Involuntary,Policy Violation,NULL,NULL,NULL,0
DUD100389,Andres,Anderson,2022-01-07,2022-08-24,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,2022-08-24,Voluntary,Career Development,4,0,0,1
DUD100390,Ana,King,2024-01-26,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100391,Emily,King,2021-07-06,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100392,Marco,Rodriguez,2024-08-02,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100393,Carlos,Thompson,2021-11-29,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100394,Daniel,Ramirez,2021-04-21,2021-08-22,Inactive,Full-time,Senior Teacher,3,Initial Hire,Career Change,2021-08-22,Voluntary,Commute,3,0,1,1
DUD100395,Christopher,Smith,2022-08-16,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100396,William,Hernandez,2024-09-14,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100397,Carlos,Wilson,2022-12-20,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100398,Emily,King,2025-05-29,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100399,Jose,Hernandez,2022-11-03,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100400,Emily,Hall,2022-05-18,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100401,Laura,Gonzalez,2023-02-26,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100402,Carlos,Thompson,2025-06-24,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100403,Andres,Lopez,2026-04-28,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100404,Daniel,Taylor,2022-09-13,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100405,Olivia,Brown,2024-01-24,2026-05-17,Inactive,Full-time,Senior Teacher,3,Initial Hire,Voluntary Resignation,2026-05-17,Voluntary,Work-Life Balance,2,0,0,1
DUD100406,Michael,Gonzalez,2025-11-17,2026-12-09,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,2026-12-09,Voluntary,Assignment Issues,3,1,1,1
DUD100407,Matthew,Moore,2025-10-20,2027-01-15,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,2027-01-15,Voluntary,Compensation,3,1,0,1
DUD100408,Emily,Hall,2023-08-26,2024-08-03,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,2024-08-03,Voluntary,Returning Home,1,1,1,1
DUD100409,Jessica,Brown,2023-08-27,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100410,Juan,Perez,2024-12-07,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100411,Sofia,Allen,2021-03-02,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100412,Andres,Anderson,2026-04-23,2028-01-01,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,2028-01-01,Voluntary,Relocation,2,1,1,1
DUD100413,Sofia,Garcia,2024-06-29,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100414,Thomas,King,2023-09-30,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100415,John,Hall,2021-02-04,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100416,Jose,Perez,2025-12-11,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100417,James,Moore,2021-03-09,2021-10-03,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,2021-10-03,Voluntary,Assignment Issues,NULL,NULL,NULL,1
DUD100418,James,Martinez,2023-03-26,2024-08-24,Inactive,Full-time,Senior Teacher,3,Initial Hire,Career Change,2024-08-24,Voluntary,Commute,3,1,1,1
DUD100419,William,Hernandez,2022-01-02,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD100420,Ana,Walker,2025-10-21,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
